,기업명,휴폐업발생일자,휴폐업1년전날짜
2270,"""사이언스테크널러지코리아""",2021.09.30,2020.09.30
2271,"""청정웰푸드""",2020.03.31,2019.03.31
2272,"""파티시에""",2021.10.18,2020.10.18
2273,"""아음""",2020.12.31,2019.12.31
2274,"""디에이치메탈""",2020.03.31,2019.03.31
2275,"""지비솔루션즈""",2019.09.10,2018.09.10
2276,"""메타넷애자일""",2021.01.04,2020.01.04
2277,"""모던케이블""",2022.06.30,2021.06.30
2278,"""천부산업""",2020.04.29,2019.04.29
2279,"""대승전자""",2021.06.30,2020.06.30
2280,"""성일씨에스""",2020.09.23,2019.09.23
2281,"""자안그룹""",2022.01.31,2021.01.31
2282,"""블루칩스""",2020.05.31,2019.05.31
2283,"""디맥이앤지""",2019.12.31,2018.12.31
2284,"""리더스건축""",2022.06.29,2021.06.29
2285,"""법무법인넥서스""",2021.05.17,2020.05.17
2286,"""구츠""",2021.11.30,2020.11.30
2287,"""코지""",2020.06.30,2019.06.30
2288,"""바이소테크""",2021.11.10,2020.11.10
2289,"""서리를잊고사는마을""",2021.11.17,2020.11.17
2290,"""와이앤제이사이언스""",2020.09.28,2019.09.28
2291,"""한빛향료제2공장""",2021.03.31,2020.03.31
2292,"""이디지씨헬스케어""",2020.09.22,2019.09.22
2293,"""세종아이씨티""",2021.03.24,2020.03.24
2294,"""에이엔디코리아""",2020.04.29,2019.04.29
2295,"""에이엔디코리아""",2020.04.29,2019.04.29
2296,"""에이치비에스코리아""",2022.04.30,2021.04.30
2297,"""현진해양""",2021.03.31,2020.03.31
2298,"""지케이""",2020.11.05,2019.11.05
2299,"""세기산기""",2020.08.01,2019.08.01
2300,"""새서울엔지니어링지점""",2020.06.30,2019.06.30
2301,"""예건광주지점""",2020.09.12,2019.09.12
2302,"""신화기업""",2022.06.30,2021.06.30
2303,"""글로벌기전""",2020.06.30,2019.06.30
2304,"""일광레저개발""",2020.12.11,2019.12.11
2305,"""씨프레쉬""",2020.12.31,2019.12.31
2306,"""에스에이치케이홀딩스""",2021.12.30,2020.12.30
2307,"""엔퍼스""",2021.01.12,2020.01.12
2308,"""에코이엔지""",2020.07.31,2019.07.31
2309,"""자오""",2021.02.03,2020.02.03
2310,"""청신물산""",2020.12.31,2019.12.31
2311,"""회계법인바른""",2019.05.31,2018.05.31
2312,"""한일물산(주)소사직매장""",2019.07.26,2018.07.26
2313,"""대금""",2020.12.10,2019.12.10
2314,"""태일환경(주)여주지점""",2021.09.24,2020.09.24
2315,"""에스제이""",2021.09.10,2020.09.10
2316,"""이오드림""",2021.04.30,2020.04.30
2317,"""트러스와이제칠호위탁관리부동산투자회사""",2019.04.18,2018.04.18
2318,"""위너아이앤디""",2021.12.31,2020.12.31
2319,"""케이지씨에스에너지""",2019.05.24,2018.05.24
2320,"""광성(주)고성공장""",2022.03.31,2021.03.31
2321,"""피브이에스컴퍼니""",2020.06.30,2019.06.30
2322,"""허니비에프앤비""",2020.02.25,2019.02.25
2323,"""나래종합건설""",2020.11.20,2019.11.20
2324,"""아이센티아코리아""",2021.01.31,2020.01.31
2325,"""뉴강남고속관광""",2022.03.31,2021.03.31
2326,"""남양주축협가공센터서울분사""",2021.04.22,2020.04.22
2327,"""부광조선""",2020.06.30,2019.06.30
2328,"""코콤대구지점""",2018.12.31,2017.12.31
2329,"""이엔에스코""",2021.06.14,2020.06.14
2330,"""넥스트모티브""",2019.10.31,2018.10.31
2331,"""엠아이텍""",2020.07.09,2019.07.09
2332,"""인텍씨엔디""",2021.09.02,2020.09.02
2333,"""인베니아브이""",2019.10.04,2018.10.04
2334,"""신나래텍""",2019.10.10,2018.10.10
2335,"""삼현산업""",2022.06.30,2021.06.30
2336,"""참자연""",2022.07.26,2021.07.26
2337,"""경일이엔지""",2022.03.21,2021.03.21
2338,"""엘에이치마이홈삼차유동화전문(""",2021.08.19,2020.08.19
2339,"""지멤스""",2021.02.26,2020.02.26
2340,"""매드잇""",2019.11.01,2018.11.01
2341,"""지풍""",2020.02.20,2019.02.20
2342,"""비트""",2020.12.31,2019.12.31
2343,"""탑클래스투어""",2020.07.14,2019.07.14
2344,"""해나래영농조합법인""",2021.11.19,2020.11.19
2345,"""우람엔지니어링(주)김포지점""",2021.08.10,2020.08.10
2346,"""제세종합건설(주)해운대지점""",2022.01.31,2021.01.31
2347,"""대지화학충주공장""",2021.06.30,2020.06.30
2348,"""장안알프스""",2022.06.30,2021.06.30
2349,"""링코제일물류센터점""",2020.12.31,2019.12.31
2350,"""구명약품""",2021.12.31,2020.12.31
2351,"""풍진건설""",2021.03.08,2020.03.08
2352,"""어울푸름""",2022.02.14,2021.02.14
2353,"""이텍네트웍스""",2022.05.31,2021.05.31
2354,"""솔루스온""",2021.09.30,2020.09.30
2355,"""명지상사""",2022.06.24,2021.06.24
2356,"""정도시멘트""",2021.06.30,2020.06.30
2357,"""성일경금속""",2020.05.08,2019.05.08
2358,"""투비씨앤씨""",2020.06.03,2019.06.03
2359,"""부광이엔지""",2021.07.31,2020.07.31
2360,"""엘에스티소하리센터""",2020.06.18,2019.06.18
2361,"""체리티컴퍼니""",2019.12.31,2018.12.31
2362,"""오엠케이""",2019.12.17,2018.12.17
2363,"""유가축산유통""",2022.03.31,2021.03.31
2364,"""유가축산유통""",2021.12.31,2020.12.31
2365,"""만금캐스탑""",2020.07.17,2019.07.17
2366,"""우림기업""",2021.07.20,2020.07.20
2367,"""미래수김포지점""",2020.09.29,2019.09.29
2368,"""워프비전오창지점""",2021.06.15,2020.06.15
2369,"""피제이전자""",2018.12.31,2017.12.31
2370,"""남부산업(주)아산아스콘""",2020.03.31,2019.03.31
2371,"""퍼시픽미트""",2021.02.28,2020.02.28
2372,"""아시아디앤씨""",2020.07.23,2019.07.23
2373,"""성원모터스""",2022.07.31,2021.07.31
2374,"""티레모""",2022.03.31,2021.03.31
2375,"""기평디엔씨""",2021.12.31,2020.12.31
2376,"""제이에스메캐닉""",2022.05.12,2021.05.12
2377,"""지앤시스템""",2020.07.27,2019.07.27
2378,"""서광건설""",2022.04.28,2021.04.28
2379,"""에스지테크""",2020.04.30,2019.04.30
2380,"""울산스틸""",2022.04.30,2021.04.30
2381,"""삼성산업""",2020.10.30,2019.10.30
2382,"""희성산업""",2021.10.01,2020.10.01
2383,"""올리콘라이볼트베큠코리아""",2022.06.08,2021.06.08
2384,"""광은전자""",2020.12.08,2019.12.08
2385,"""대지철강""",2021.08.10,2020.08.10
2386,"""국제""",2020.05.18,2019.05.18
2387,"""데이타뱅크시스템즈부산지사""",2019.03.30,2018.03.30
2388,"""와이알컴퍼니""",2020.12.31,2019.12.31
2389,"""스타일쉐어""",2021.12.29,2020.12.29
2390,"""러비앙""",2021.07.10,2020.07.10
2391,"""동방자원""",2020.04.21,2019.04.21
2392,"""토오즐""",2021.12.15,2020.12.15
2393,"""시원케미칼""",2020.06.30,2019.06.30
2394,"""에녹아이엔씨""",2022.03.29,2021.03.29
2395,"""위그린""",2021.02.26,2020.02.26
2396,"""한일종합기계(주)담양공장""",2021.11.17,2020.11.17
2397,"""유인솔루션""",2020.03.31,2019.03.31
2398,"""제이케이블리스""",2019.06.18,2018.06.18
2399,"""랩""",2021.12.31,2020.12.31
2400,"""에이치전주기업구조조정부동산투자회사""",2018.07.31,2017.07.31
2401,"""서현금속""",2021.03.31,2020.03.31
2402,"""일일산업""",2020.08.27,2019.08.27
2403,"""제이에스공업""",2020.06.02,2019.06.02
2404,"""오룡""",2021.06.28,2020.06.28
2405,"""에프디엑스안전관리인증교육원""",2019.12.31,2018.12.31
2406,"""성목안전기술원""",2020.10.29,2019.10.29
2407,"""제이패밀리""",2021.12.16,2020.12.16
2408,"""대종물산""",2021.11.08,2020.11.08
2409,"""태린메디칼""",2022.02.08,2021.02.08
2410,"""하나로지스""",2021.08.31,2020.08.31
2411,"""에이치피아이""",2022.08.01,2021.08.01
2412,"""동양텔레콤(주)전자사업부""",2021.03.02,2020.03.02
2413,"""네스트팜""",2021.10.18,2020.10.18
2414,"""액션서울""",2020.07.31,2019.07.31
2415,"""동주야""",2021.12.31,2020.12.31
2416,"""메인트넌스원""",2019.12.02,2018.12.02
2417,"""에이플러스비""",2021.12.23,2020.12.23
2418,"""케이투그린상역""",2020.12.30,2019.12.30
2419,"""농업회사법인전북농식품""",2020.08.31,2019.08.31
2420,"""옥전유통""",2022.01.31,2021.01.31
2421,"""에이치앤엔""",2021.09.30,2020.09.30
2422,"""국제씨푸드""",2021.12.31,2020.12.31
2423,"""주영엔지니어링""",2022.03.30,2021.03.30
2424,"""씨앤물류""",2021.06.23,2020.06.23
2425,"""정선레미콘동북공장""",2019.05.03,2018.05.03
2426,"""삼성문화인쇄(주)지점""",2019.09.30,2018.09.30
2427,"""자작나눔""",2022.06.13,2021.06.13
2428,"""우림""",2022.02.15,2021.02.15
2429,"""신영이앤지""",2020.04.29,2019.04.29
2430,"""중앙전기건설""",2021.08.31,2020.08.31
2431,"""대일콘크리트""",2020.12.31,2019.12.31
2432,"""한준에프알레미콘사업부""",2020.12.31,2019.12.31
2433,"""한준에프알레미콘사업부""",2020.06.30,2019.06.30
2434,"""신명산업(주)직매장""",2021.12.31,2020.12.31
2435,"""영농조합법인송원에이피씨""",2020.09.28,2019.09.28
2436,"""대양종합주방""",2022.04.30,2021.04.30
2437,"""엠씨엔미디어""",2022.04.15,2021.04.15
2438,"""성근물산""",2021.03.02,2020.03.02
2439,"""디자인케이""",2022.04.30,2021.04.30
2440,"""아이앤필""",2020.05.23,2019.05.23
2441,"""큐앤에스시스템""",2020.06.22,2019.06.22
2442,"""디앤씨케스테크""",2020.10.05,2019.10.05
2443,"""신대륙금속""",2020.06.05,2019.06.05
2444,"""누믹스""",2020.12.31,2019.12.31
2445,"""미르케미칼""",2020.08.07,2019.08.07
2446,"""성신텔레콤""",2020.06.09,2019.06.09
2447,"""직지미디어센타""",2020.06.30,2019.06.30
2448,"""한국엔지니어링""",2021.08.31,2020.08.31
2449,"""와이즈엔텍""",2020.05.04,2019.05.04
2450,"""와이즈엔텍""",2020.05.04,2019.05.04
2451,"""케이씨글로벌""",2020.11.12,2019.11.12
2452,"""빅오이""",2021.02.01,2020.02.01
2453,"""씨앤케이모터스""",2021.04.30,2020.04.30
2454,"""비트망고""",2021.03.02,2020.03.02
2455,"""글로커팩토리""",2021.09.02,2020.09.02
2456,"""대일물류""",2022.04.01,2021.04.01
2457,"""천지실업""",2020.06.30,2019.06.30
2458,"""신창전력""",2020.12.30,2019.12.30
2459,"""해인""",2020.08.31,2019.08.31
2460,"""우일씨엔지""",2021.09.06,2020.09.06
2461,"""동림중공업""",2020.03.31,2019.03.31
2462,"""농업회사법인(주)바이오플러스""",2022.06.10,2021.06.10
2463,"""진성레미컨(주)청주공장""",2021.05.31,2020.05.31
2464,"""썬라이즈해운""",2021.04.29,2020.04.29
2465,"""삼화코퍼레이션""",2020.12.31,2019.12.31
2466,"""세솔반도체""",2021.09.07,2020.09.07
2467,"""선우이엔씨""",2021.02.04,2020.02.04
2468,"""화성통신이엔지""",2022.05.31,2021.05.31
2469,"""굿모닝레지던스호텔휴""",2021.12.30,2020.12.30
2470,"""푸드앤쿡""",2019.12.23,2018.12.23
2471,"""에프에스물류""",2022.05.25,2021.05.25
2472,"""삼원중공업""",2021.04.25,2020.04.25
2473,"""이투안산지점""",2020.12.14,2019.12.14
2474,"""참조은정보통신(주)지점""",2020.05.31,2019.05.31
2475,"""에스씨엘피에프브이""",2021.03.24,2020.03.24
2476,"""씨피게이트넷""",2021.08.31,2020.08.31
2477,"""체험팩토리""",2022.01.21,2021.01.21
2478,"""인투산업개발""",2020.05.11,2019.05.11
2479,"""피플커넥트""",2021.12.01,2020.12.01
2480,"""파룩스""",2021.05.31,2020.05.31
2481,"""인창유통산업""",2020.10.31,2019.10.31
2482,"""태남""",2020.06.02,2019.06.02
2483,"""윤토""",2020.08.13,2019.08.13
2484,"""스마트달인""",2020.04.27,2019.04.27
2485,"""경남수출포장""",2022.03.10,2021.03.10
2486,"""해광종합건설""",2020.04.01,2019.04.01
2487,"""클로버관광""",2021.07.31,2020.07.31
2488,"""뷰티르샤아산지점""",2021.03.23,2020.03.23
2489,"""엘에프네트웍스송림아울렛점""",2020.06.30,2019.06.30
2490,"""엘에프웍스곤지암아울렛점""",2020.09.30,2019.09.30
2491,"""에스케이이엔지""",2022.06.30,2021.06.30
2492,"""가드너""",2021.04.19,2020.04.19
2493,"""가드너""",2021.03.22,2020.03.22
2494,"""삼성애니윈""",2022.06.02,2021.06.02
2495,"""아침호수""",2022.03.31,2021.03.31
2496,"""이촌회계법인""",2019.08.31,2018.08.31
2497,"""주영엔에스(주)부설연구소""",2018.12.31,2017.12.31
2498,"""금상축산유통""",2020.10.31,2019.10.31
2499,"""비아이씨""",2020.12.31,2019.12.31
2500,"""올피아""",2020.06.30,2019.06.30
2501,"""초초스팩토리""",2020.04.01,2019.04.01
2502,"""미르상사""",2021.12.31,2020.12.31
2503,"""케이리얼티제1호기업구조조정부동산투자회사""",2021.10.29,2020.10.29
2504,"""델리아이""",2022.07.06,2021.07.06
2505,"""피앤티""",2021.04.30,2020.04.30
2506,"""우광산업개발""",2021.11.24,2020.11.24
2507,"""엘에스에스""",2021.04.30,2020.04.30
2508,"""태희토건""",2022.04.27,2021.04.27
2509,"""농업회사법인 도울농산""",2020.12.31,2019.12.31
2510,"""세원하드페이싱완주공장""",2019.06.30,2018.06.30
2511,"""신화산업개발군포지점""",2021.10.01,2020.10.01
2512,"""미래공간씨앤디부산지사""",2018.12.31,2017.12.31
2513,"""신일석재산업상주지점""",2020.12.31,2019.12.31
2514,"""이자르씨앤에스""",2021.09.13,2020.09.13
2515,"""동아에스앤티""",2021.01.20,2020.01.20
2516,"""쏠라코니아""",2021.12.31,2020.12.31
2517,"""금강케미칼""",2020.05.31,2019.05.31
2518,"""성창로직스""",2022.02.28,2021.02.28
2519,"""현빈개발(주)화성""",2021.03.31,2020.03.31
2520,"""더제이에스""",2021.06.18,2020.06.18
2521,"""키빅""",2021.08.31,2020.08.31
2522,"""파워켐코퍼레이션""",2022.05.10,2021.05.10
2523,"""생보제일호위탁관리부동산투자회사""",2018.11.08,2017.11.08
2524,"""뉴부산관광여행사""",2020.11.26,2019.11.26
2525,"""스타식품""",2021.01.31,2020.01.31
2526,"""명성엔지니어링""",2021.06.09,2020.06.09
2527,"""포스트브이케이""",2020.01.14,2019.01.14
2528,"""대진전자""",2019.05.14,2018.05.14
2529,"""힐중공업""",2020.06.08,2019.06.08
2530,"""트레졀콜렉션""",2021.04.22,2020.04.22
2531,"""으뜸""",2019.12.31,2018.12.31
2532,"""제이에너지""",2019.12.04,2018.12.04
2533,"""윤탁종합건설""",2021.06.30,2020.06.30
2534,"""농업회사법인한국푸드에스엠디""",2021.12.02,2020.12.02
2535,"""우리비젼통신""",2021.12.27,2020.12.27
2536,"""대흥소프트밀""",2020.09.30,2019.09.30
2537,"""용진환경""",2021.06.18,2020.06.18
2538,"""한건종합건설""",2020.06.30,2019.06.30
2539,"""삼성공업(주)군산이공장""",2018.04.26,2017.04.26
2540,"""신일정공(주)군산지점""",2020.07.22,2019.07.22
2541,"""신일정공(주)군산지점""",2019.12.31,2018.12.31
2542,"""대경산업""",2019.07.01,2018.07.01
2543,"""와이케이피""",2021.10.31,2020.10.31
2544,"""화천일반산업단지""",2022.03.31,2021.03.31
2545,"""도원스틸""",2021.07.16,2020.07.16
2546,"""프라임텍""",2022.05.17,2021.05.17
2547,"""헬셀""",2018.07.01,2017.07.01
2548,"""가이아디자인""",2020.11.17,2019.11.17
2549,"""농업법인에버그린""",2021.06.30,2020.06.30
2550,"""아레넬인터내셔널""",2020.08.31,2019.08.31
2551,"""카아이""",2022.06.30,2021.06.30
2552,"""더블유원""",2022.04.18,2021.04.18
2553,"""코저스코리아""",2020.12.01,2019.12.01
2554,"""구웅산업""",2021.06.30,2020.06.30
2555,"""바이찬""",2022.03.31,2021.03.31
2556,"""스윗트래커""",2019.09.24,2018.09.24
2557,"""디케이이노텍스""",2019.10.31,2018.10.31
2558,"""활황""",2021.08.30,2020.08.30
2559,"""타이탄플랫폼""",2019.10.14,2018.10.14
2560,"""지니쿼터스""",2020.12.31,2019.12.31
2561,"""케이에이치스포츠""",2021.09.29,2020.09.29
2562,"""농업회사법인보금""",2019.12.31,2018.12.31
2563,"""농업회사법인보금""",2019.09.27,2018.09.27
2564,"""디씨티오토""",2020.06.05,2019.06.05
2565,"""알리다그룹""",2022.05.20,2021.05.20
2566,"""한샘수성""",2021.11.30,2020.11.30
2567,"""엠케이관광""",2020.06.04,2019.06.04
2568,"""태우농원 영농조합법인""",2020.12.31,2019.12.31
2569,"""우일파워텍""",2021.06.30,2020.06.30
2570,"""코리아스틸""",2020.11.19,2019.11.19
2571,"""다온건설""",2020.12.31,2019.12.31
2572,"""현대레미콘""",2022.06.30,2021.06.30
2573,"""에스앤제이종합건설""",2020.12.31,2019.12.31
2574,"""대성나염""",2020.09.30,2019.09.30
2575,"""엠제이테크사상영업소""",2019.12.31,2018.12.31
2576,"""건화공업(주)성포공장""",2021.12.31,2020.12.31
2577,"""주식회사 에드엔이엔씨""",2020.11.05,2019.11.05
2578,"""제이알제팔호위탁관리부동산투자회사""",2019.06.18,2018.06.18
2579,"""너른마당""",2020.08.10,2019.08.10
2580,"""비워크""",2021.06.30,2020.06.30
2581,"""아시아그룹""",2021.10.31,2020.10.31
2582,"""리틀송""",2020.03.31,2019.03.31
2583,"""월향""",2021.10.18,2020.10.18
2584,"""아리한""",2020.01.31,2019.01.31
2585,"""대성전기파워텍""",2021.06.30,2020.06.30
2586,"""엠티하이테크""",2021.11.30,2020.11.30
2587,"""코텍""",2020.12.28,2019.12.28
2588,"""보아즈전자""",2020.04.23,2019.04.23
2589,"""청남""",2021.11.01,2020.11.01
2590,"""씨앤에스산업개발""",2019.07.15,2018.07.15
2591,"""베스트컴퓨터""",2020.08.31,2019.08.31
2592,"""명보산업개발""",2019.06.05,2018.06.05
2593,"""조일""",2019.12.31,2018.12.31
2594,"""엔씨테크론""",2022.07.12,2021.07.12
2595,"""신일화학""",2020.06.30,2019.06.30
2596,"""일마니""",2021.03.26,2020.03.26
2597,"""호성""",2021.10.31,2020.10.31
2598,"""가온플랜트""",2022.07.27,2021.07.27
2599,"""옵스웨이""",2022.03.31,2021.03.31
2600,"""오뉴이노베이션""",2021.09.06,2020.09.06
2601,"""은혜케터링""",2020.09.11,2019.09.11
2602,"""포터플러스""",2020.08.12,2019.08.12
2603,"""신일금속""",2020.06.30,2019.06.30
2604,"""용산에스앤씨""",2020.03.01,2019.03.01
2605,"""성진테크""",2019.12.31,2018.12.31
2606,"""와이디패션""",2020.12.29,2019.12.29
2607,"""세영마그윈""",2020.01.22,2019.01.22
2608,"""영림산업""",2022.01.31,2021.01.31
2609,"""토너테크""",2021.04.30,2020.04.30
2610,"""재화""",2021.06.30,2020.06.30
2611,"""재화""",2020.12.22,2019.12.22
2612,"""쥬비트""",2021.05.24,2020.05.24
2613,"""한결""",2020.08.20,2019.08.20
2614,"""지테크""",2020.08.25,2019.08.25
2615,"""이에스에스이""",2021.11.03,2020.11.03
2616,"""우진침구""",2020.09.14,2019.09.14
2617,"""건영이앤씨""",2020.07.31,2019.07.31
2618,"""한서공조""",2019.06.30,2018.06.30
2619,"""마무트코리아동대문점""",2020.09.29,2019.09.29
2620,"""마무트코리아청계산점""",2019.07.22,2018.07.22
2621,"""마무트코리아대전둔산지점""",2019.07.22,2018.07.22
2622,"""마무트코리아대구수성점""",2020.09.29,2019.09.29
2623,"""삼포실버드림""",2020.12.31,2019.12.31
2624,"""삼포실버드림""",2020.12.31,2019.12.31
2625,"""삼포실버드림국립의료원""",2020.12.31,2019.12.31
2626,"""삼포실버드림""",2020.12.31,2019.12.31
2627,"""삼포실버드림연세장례식장""",2020.12.31,2019.12.31
2628,"""굿모닝세무법인""",2022.02.11,2021.02.11
2629,"""위드이엔씨""",2021.04.19,2020.04.19
2630,"""엘에이치마이홈사차유동화전문""",2022.05.31,2021.05.31
2631,"""제이앤제이트레이딩""",2021.09.30,2020.09.30
2632,"""게임빈""",2021.11.25,2020.11.25
2633,"""유성테크닉스""",2019.12.31,2018.12.31
